x,y
0,1
0.0320515775716552,0.999486216200688
0.0640702199807129,0.997945392750336
0.0960230259076817,0.995379112949198
0.127877161684506,0.991790013823246
0.159599895033379,0.98718178341445
0.191158628701372,0.981559156991065
0.222520933956314,0.974927912181824
0.253654583909507,0.967294863039029
0.284527586631032,0.958667853036661
0.315108218023621,0.949055747010669
0.345365054421308,0.93846842204976
0.375267004879374,0.926916757346022
0.404783343122394,0.914412623015812
0.433883739117558,0.900968867902419
0.462538290240835,0.886599306373
0.490717552003938,0.871318704123389
0.518392568310525,0.855142763005346
0.545534901210549,0.838088104891841
0.57211666012217,0.820172254596956
0.598110530491216,0.801413621867957
0.623489801858733,0.78183148246803
0.648228395307788,0.761445958369134
0.672300890261317,0.740277997075316
0.695682550603486,0.718349350097728
0.718349350097727,0.695682550603486
0.740277997075315,0.672300890261317
0.761445958369134,0.648228395307789
0.78183148246803,0.623489801858734
0.801413621867957,0.598110530491216
0.820172254596956,0.57211666012217
0.838088104891841,0.545534901210549
0.855142763005346,0.518392568310525
0.871318704123389,0.490717552003938
0.886599306373,0.462538290240835
0.900968867902419,0.433883739117558
0.914412623015812,0.404783343122394
0.926916757346022,0.375267004879374
0.93846842204976,0.345365054421308
0.949055747010669,0.315108218023621
0.958667853036661,0.284527586631033
0.967294863039029,0.253654583909508
0.974927912181824,0.222520933956314
0.981559156991065,0.191158628701372
0.98718178341445,0.159599895033379
0.991790013823246,0.127877161684506
0.995379112949198,0.0960230259076819
0.997945392750336,0.0640702199807132
0.999486216200688,0.0320515775716553
1,6.12323399573677e-17
2,1
1.96794842242834,0.999486216200688
1.93592978001929,0.997945392750336
1.90397697409232,0.995379112949198
1.87212283831549,0.991790013823246
1.84040010496662,0.98718178341445
1.80884137129863,0.981559156991065
1.77747906604369,0.974927912181824
1.74634541609049,0.967294863039029
1.71547241336897,0.958667853036661
1.68489178197638,0.949055747010669
1.65463494557869,0.93846842204976
1.62473299512063,0.926916757346022
1.59521665687761,0.914412623015812
1.56611626088244,0.900968867902419
1.53746170975916,0.886599306373
1.50928244799606,0.871318704123389
1.48160743168948,0.855142763005346
1.45446509878945,0.838088104891841
1.42788333987783,0.820172254596956
1.40188946950878,0.801413621867957
1.37651019814127,0.78183148246803
1.35177160469221,0.761445958369134
1.32769910973868,0.740277997075316
1.30431744939651,0.718349350097728
1.28165064990227,0.695682550603486
1.25972200292468,0.672300890261317
1.23855404163087,0.648228395307789
1.21816851753197,0.623489801858734
1.19858637813204,0.598110530491216
1.17982774540304,0.57211666012217
1.16191189510816,0.545534901210549
1.14485723699465,0.518392568310525
1.12868129587661,0.490717552003938
1.113400693627,0.462538290240835
1.09903113209758,0.433883739117558
1.08558737698419,0.404783343122394
1.07308324265398,0.375267004879374
1.06153157795024,0.345365054421308
1.05094425298933,0.315108218023621
1.04133214696334,0.284527586631033
1.03270513696097,0.253654583909508
1.02507208781818,0.222520933956314
1.01844084300893,0.191158628701372
1.01281821658555,0.159599895033379
1.00820998617675,0.127877161684506
1.0046208870508,0.0960230259076819
1.00205460724966,0.0640702199807132
1.00051378379931,0.0320515775716553
1,6.12323399573677e-17
1,-1
1,-0.98989898989899
1,-0.97979797979798
1,-0.96969696969697
1,-0.95959595959596
1,-0.94949494949495
1,-0.939393939393939
1,-0.929292929292929
1,-0.919191919191919
1,-0.909090909090909
1,-0.898989898989899
1,-0.888888888888889
1,-0.878787878787879
1,-0.868686868686869
1,-0.858585858585859
1,-0.848484848484849
1,-0.838383838383838
1,-0.828282828282828
1,-0.818181818181818
1,-0.808080808080808
1,-0.797979797979798
1,-0.787878787878788
1,-0.777777777777778
1,-0.767676767676768
1,-0.757575757575758
1,-0.747474747474747
1,-0.737373737373737
1,-0.727272727272727
1,-0.717171717171717
1,-0.707070707070707
1,-0.696969696969697
1,-0.686868686868687
1,-0.676767676767677
1,-0.666666666666667
1,-0.656565656565657
1,-0.646464646464646
1,-0.636363636363636
1,-0.626262626262626
1,-0.616161616161616
1,-0.606060606060606
1,-0.595959595959596
1,-0.585858585858586
1,-0.575757575757576
1,-0.565656565656566
1,-0.555555555555556
1,-0.545454545454545
1,-0.535353535353535
1,-0.525252525252525
1,-0.515151515151515
1,-0.505050505050505
1,-0.494949494949495
1,-0.484848484848485
1,-0.474747474747475
1,-0.464646464646465
1,-0.454545454545454
1,-0.444444444444444
1,-0.434343434343434
1,-0.424242424242424
1,-0.414141414141414
1,-0.404040404040404
1,-0.393939393939394
1,-0.383838383838384
1,-0.373737373737374
1,-0.363636363636364
1,-0.353535353535353
1,-0.343434343434343
1,-0.333333333333333
1,-0.323232323232323
1,-0.313131313131313
1,-0.303030303030303
1,-0.292929292929293
1,-0.282828282828283
1,-0.272727272727273
1,-0.262626262626263
1,-0.252525252525252
1,-0.242424242424242
1,-0.232323232323232
1,-0.222222222222222
1,-0.212121212121212
1,-0.202020202020202
1,-0.191919191919192
1,-0.181818181818182
1,-0.171717171717172
1,-0.161616161616162
1,-0.151515151515151
1,-0.141414141414141
1,-0.131313131313131
1,-0.121212121212121
1,-0.111111111111111
1,-0.101010101010101
1,-0.0909090909090908
1,-0.0808080808080808
1,-0.0707070707070706
1,-0.0606060606060606
1,-0.0505050505050504
1,-0.0404040404040403
1,-0.0303030303030303
1,-0.0202020202020201
1,-0.0101010101010101
1,0
