x,y
0.460683747574046,-9.28830654231805
-0.199441207687536,-6.9437149559168
-0.223177826233023,-6.48984142689761
0.140105836259353,-6.18194155026112
-0.305925502153183,-5.96333154544023
0.347375436225376,-5.33428237257023
0.131587410408097,-5.2884403089207
0.000940771968773995,-5.06155816348037
0.340326538409425,-4.69792048859491
-0.0933423595894114,-4.45560963133593
0.276215933207202,-4.26506864085206
0.0101849217755009,-3.87726717392505
0.120549167402426,-3.84041812669287
-0.156219525049745,-3.63773342637044
-0.619217356513602,-3.4539889512737
-0.263095395375916,-3.19002083108591
0.100722002720591,-3.16488519735672
0.0511223421732994,-3.13320669818572
-0.306826431207154,-2.94229714228277
-0.233965706445121,-2.88210712097058
-0.68278771315109,-2.77217401716273
0.0210694118217772,-2.74875245466764
0.0772519606057931,-2.7353522960502
-0.802983129046867,-2.58778595726113
-0.0519957003997002,-2.42719089862728
-0.395334431448574,-2.2441409736963
-0.123001997190311,-2.19883753359532
0.0817966908884339,-2.13547227623974
-0.468024257510582,-2.03300068223148
-0.0800216944043344,-1.99097606910746
-0.332490117087939,-1.96894621639346
0.349732555808366,-1.77034101631949
-0.0622775151985118,-1.46565923252194
-0.00640007507300409,-1.33883931018729
0.419484612416454,-1.27314050427338
0.283827919367682,-1.23249251498017
-0.0855480893265122,-1.20534677230191
0.0426736956277918,-1.16944805772959
0.0575965912140169,-1.14547624308528
-0.514431207087778,-1.11253474360891
-0.0687388291352495,-1.10996163369193
0.15707997936158,-1.06672244806605
0.298842430759062,-0.946746283514178
0.369088905849055,-0.907259602180192
0.122526678082967,-0.665529980128757
-0.256822739315842,-0.531520050388052
-0.0516756986991516,-0.463340295144721
0.349111620308054,-0.393842145058863
0.738475273469302,-0.321287469903366
-0.437776428932834,-0.0987982074545837
-0.0584297333124766,-0.0464782302662996
0.289324049782507,0.0328940489084974
0.0702510248875585,0.0757218999641338
0.0466351741234754,0.0891957588294282
0.332409993043888,0.101452377240795
0.0479013115897147,0.138224108554637
-0.175295239690388,0.359762204033904
0.0413853685867807,0.4662501195467
0.186297996007806,0.68449588080833
0.679475703075334,0.729946574121327
